id,titulo,subtitular
022422nacional,capturan a medico violador,dia violento contra mujeres en menos de 24 horas 5 muertes y 2 victimas de abuso sexual
022422occidente,envia regalo al papa,huehueteco confecciona tunica para el santo padre
022422centro,entierran al chino curioso,youtuber sanmartineco promocionaba cultura y tradiciones del departamento de chimaltenango
022422sur,peligro en la escuela,paredes se vienen abajo en plantel de aldea san rafael docentes temen que edificio completo se desplome en coatepeque
022422norte,disminuyen accidentes aumentan los partos,en los ultimos 2 anos disminuyo la violencia y aumentaron emergencias por nacimientos de bebes
022422oriente,alarma por rabia,mas de 40 reses han muerto por brote detectado en zacapa 
022422guate,casi le cuesta la vida,con una herida en el rostro resulto el chofer de un camion repartidor luego de volcar en la bajada de arimany en chinautla
022522nacional,estalla la guerra,rusia lanza cientos de misiles y avanza en su invasion a ucrania
022522occidente,a la caza de infractores,fuerzas de seguridad advierten que seguiran con operativos sorpresas en san pedro sacatepequez
022522centro,temen derrumbes,la ruta que conduce de chiche a tecpan guatemala sigue sin ser asfaltada
022522sur,derroche de belleza,encantadoras candidatas estan listas para luchar por la corona de senorita ayutla
022522norte,llegan mas turistas,en estos dias ha aumentado la visita de extranjeros a la isla de flores
022522oriente,macheteo a hombre en cantina,sentencian a santos martinez a 20 anos de carcel por homicidio perpetrado en chiquimula
022522guate,se sienten abandonados,mas de mil familias sufren por calles en mal estado y falta de agua en un sector de la aldea sacsuy en san juan sacatepequez
022622nacional,tres tortillas por un quetzal,el costo del maiz se dispara y el consumidor paga las consecuencias tortillerias adaptan el precio para subsistir en este negocio
022622occidente,sentencian a madre e hijo,pasaran 72 y 45 anos en prision por machetear a anciano y nena de 3 anos en totonicapan
022622guate,golpe al bolsillo,las tortillas no se escapan al alza y en muchos lugares del departamento ya estan a 3 por q1 o mucho mas pequenas
022722nacional,jubilo en las calles,fieles conmemoran 300 anos de jesus nazareno de la merced como patron de la capital cientos salen a las calles acompanan el recorrido y disfrutan de los sabores y colores de la epoca
022822nacional,al borde de una guerra nuclear,conozca la destruccion que puede causar este potente armamento
022822occidente,usan escritorios viejos,mobiliario de escuela rafael alvarez ovalle en tejutla tiene mas de 35 anos de antiguedad
022822centro,una rama detuvo su caida,rescatan a hombre que cayo a un barranco en iximche tecpan guatemala
022822sur,mas caro o mas pequeno,alza en insumos para preparar pan obliga a consumidores a elegir entre calidad o cantidad en san pablo
022822norte,entre la vida y la muerte,tres certeros disparos tienen en estado grave al ganadero everardo mayen atacado en piedra parada puerto barrios
022822oriente,machetea a victima y lo cachan,delincuente se mete a robar a casa en zacapa y lo agarran a paletazos
022822guate,albos se inspiran,segundo tiempo alcanza para que comunicaciones b recete goleada a los orientales en jornada de la primera division
030122nacional,2 chapines bajo fuego ruso,cuentan a nuestro diario como sobrevivieron a los ataques en ucrania
030122occidente,roban agua,construcccion de pozo mecanico deja sin liquido a vecinos de la joya y terrero en huehuetenango
030122centro,recuperan vehiculos,policia mantiene plan de seguridad y ejecuta operativos en chimaltenango ante robo de motos y autos
030122sur,cae de picop,agricultor se debate entre la vida y la muerte tras sufrir percance en la blanca san marcos
030122norte,atenderan a migrantes,en edificio funcionara un puesto de salud en san luis donde tambien seran atendidos los indocumentados
030122oriente,iba a dejar su esposa al trabajo,luis perez murio tras colision entre dos motos en el puente tzepoctun esquipulas
030122guate,mujeres toman el azadon,combinan las tareas del hogar con el cultivo de fresas en san juan sacatepequez
030222nacional,asesinan entre 6 y 9 personas todos los dias,guatemala escuintla chiquimula e izabal son los departamentos con mas muertes violentas
030222occidente,temen ser blanco de la delincuencia,exigen mas patrullajes ante incremento de asaltos en tejutla
030222centro,aumentaran seguridad en cuaresma,policia anuncia incremento en patrullajes en la antigua guatemala por comienzo de la cuaresma
030222sur,tremenda golpiza,rodolfo vasquez sobrevive luego de que malhechores entraran a su vivienda para atacarlo en colomba
030222norte,infraestructura danada,mas de 600 familias portenas son afectadas por mal estado de carreteras y puentes desde eta y iota
030222oriente,descuidan atencion a pacientes,salubristas de zacapa salen a las calles para exigir equipo hospitalario
030222guate,ola de fervor,este ano vuelven los cortejos procesionales los cuales llenan de jubilo y esperanaza a la feligresia en semana santa
030322nacional,venganza entre los herederos lorenzana,pelea de poder de primos del clan causa la muerte del broy en huite
030322occidente,temen por su vida,transportistas de tacana paralizan labores por conflicto entre ixchiguan y tajumulco
030322centro,no entregaron el dinero,organizan carrera en beneficio de bomberos de chimaltenango pero aporte economico no se hizo efectivo
030322sur,se cansan de esperar,respuesta de autoridades no llego y vecinos de aldea buena vista las flores mejoran calle gracias a apoyo de connacionales en catarina
030322norte,comienza pesca en majua,durante cuatro meses pescadores portenos pueden comercializar estos peces debido a que tiene veda
030322oriente,ponen orden en el mercado,piden a comerciantes que liberen las calles y ocupes sus puestos en la plaza de chiquimula
030322guate,inician la cuaresma,catolicos en gran numero para participar en el miercoles de ceniza
030422nacional,el ultimo viaje del broy lorenzana,tensa calma se vive en huite zacapa durante las horas funebres de broiner
030422occidente,solo queremos trabajar,vendedoras ambulantes son capturadas en san marcos
030422centro,anomalias en proyecto,complejo deportivo de san juan comalapa sigue sin inaugurarse por denuncia de ilegalidades en obra que costo q195 millones
030422sur,ya no alcanza para el pollo,precio se incrementa de Q1 a Q2 y consumidores dicen que comeran mas hierbas para que alcance el presupuesto en coatepeque
030422norte,se hunde ferry boat,debido a uso constante embarcacion tenia grietas eso origino el accidente en sayaxche no habia behiuclos a bordo
030422oriente,estaba amenazado,problema de tierras pudo costarle la vida a milton ramirez en chiquimula
030522nacional,mueren por balas perdidas,fallece medico en escuintla y nino resulta herido en carcha por disparo al aire
030522occidente,golpe al narcomenudeo,capturan a distribuidores de droga en san pedro sacatepequez san marcos
030522guate,atenderan a mas ninos,para abril esta previsto terminar la construccion de dos nuevas aulas en la escuela oficial urbana mixta no 840 en mixco
030622nacional,capturada por muerte de su hijo,despues de la investigacion la policia descubre que ingris picon si golpeo a nino y que el no murio por enfermedad
030722nacional,carreras de la muerte,competiciones clandestinas y constantes accidentes por imprudencia convierten las calles en zonas de alto riesgo
030722occidente,muere aplastado,porton cae sobre misael gomez de 22 anos cuando cerraba negocio ubicado en la zona 11 de huehuetenango
030722centro,logran escapar de ladrones,mexicanos taxista y guia comunitario consiguen esquivar a los asaltantes en santa maria de jesus
030722sur,ninos heridos en medio de tiroteo,un capturado tras la balacera que dejo dos menores de edad heridos en la blanca
030722norte,construyen pozo a bomberos,servira para abastecer a la sub estacion de la 7a compania que tambien provee agua a 5 mil personas de puerto barrios
030722oriente,temen por asaltos,victimas denuncian a delincuentes que aprovechan la oscuridad para asaltar a quienes esperan buses en el ingreso a la fragua zacapa
030722guate,toma el liderato,el gol tardaba en llegar pero wilson lalin se convierte en heroe y anota al minuto 77 para darle a mixco los 3 puntos y el primer lugar del grupo b en la primera division
030822nacional,accidente de pelicula,trailer explota tras choque con vehiculo madre e hija se salvan de morir en escuintla
030822occidente,para calmar la sed,mas de 200 familias de tacana san marcos ya tienen agua potable
030822centro,quieren subirle al pasaje,transportistas de chimaltenango evaluan alza por incremento al combustible
030822sur,tarifas indignan a usuarios,transportistas anuncian que cobran de q1 a q2 mas de pasaje porque el combustible tambien esta caro y casi no obtienen ganancias en coatepeque
030822norte,detectan 40 basureros ilegales,en puerto barrios han identificado vertederos que ocasionan colapso de los drenajes
030822oriente,iba a su trabajo,selvin zacarias fue embestido por un trailer en la curva de san jacinto chiquimula
030822guate,y ahora el pasaje,usuarios del transurbano se quejan porque pagan q2 mas mientras que en taxi se mantiene la tarifa de q10 de ciudad real zona 12 de villa nueva a el trebol
030922nacional,guerra en el cielo,polonia dara aviones de caza a ucrania para que se enfrente a rusos
030922occidente,se los lleva de corbata,camion se queda sin frenos choca contra carros y se empotra en casa en san marcos
030922centro,dedico tiempo a la ensenanza,alcalde francisco tojin educo por 21 anos de dos escuelas de san andres itzapa
030922sur,sobrevive a 5 balazos,keneth reyes escapa de sicarios que mataron a sus familiares en el caserio piza honda la blanca pero se debate entre la vida y la muerte
030922norte,conductores desesperados,no aguantan las filas de hasta una hora en el kilometro 202 de ruta al atlantico y se van contra la via para llegar mas pronto a los destinos
030922oriente,14 asesinadas en el 2022,en solo dos meses 14 mujeres perdieron la vida de forma violenta en chiquimula
030922guate,viaje en cabinas aereas,al menos 500 mil personas se beneficiaran con el aerometro cuya iniciativa de ley espera tercera lectura para aprobar concesion
031022nacional,jovenes en las garras de las maras,sin importar la edad son reclutados de diversas maneras para entregar un telefono y hasta matar
031022occidente,timan a mujer,ladrones roban q3 mil a victima afuera de agencia bancaria en san pedro sacatepequez
031022centro,479 anos de historia,vecinos y turistas festejan asentamiento en la antigua guatemala con actividades culturales
031022sur,acribillan a tramitador,vecinos viven con temor ante incremento de hechos sangrientos en ayutla
031022norte,denuncio corrupcion,conmemoran vida de periodista independiente que fue acallado a balazos en la ciudad portena
